,frame_id,object_id,x_coordinate,y_coordinate,width,height,confidence,x_init,y_init,z_init,video_id
148,25,-1,1619,396,159.84,362.7,69.991,-1,-1,-1,0
149,25,-1,1349,490,73.864,167.61,35.431,-1,-1,-1,0
150,25,-1,1835,557,26.0,59.0,31.706,-1,-1,-1,0
151,25,-1,1326,479,73.864,167.61,25.202,-1,-1,-1,0
152,25,-1,1668,371,159.84,362.7,19.606,-1,-1,-1,0
153,25,-1,-52,254,270.83,614.58,14.007,-1,-1,-1,0
154,25,-1,312,500,30.903,70.127,11.29,-1,-1,-1,0
155,25,-1,1843,357,79.918,181.35,8.3148,-1,-1,-1,0
156,25,-1,31,296,270.83,614.58,4.9139,-1,-1,-1,0
157,26,-1,1616,354,175.68,398.65,70.678,-1,-1,-1,0
158,26,-1,1349,490,73.864,167.61,37.041,-1,-1,-1,0
159,26,-1,1831,557,26.0,59.0,26.431,-1,-1,-1,0
160,26,-1,1326,479,73.864,167.61,21.989,-1,-1,-1,0
161,26,-1,1670,381,175.68,398.65,18.886,-1,-1,-1,0
162,26,-1,1831,357,79.918,181.35,9.6426,-1,-1,-1,0
163,26,-1,107,565,146.62,332.71,6.6827,-1,-1,-1,0
164,26,-1,1562,381,175.68,398.65,6.4058,-1,-1,-1,0
165,27,-1,1616,354,175.68,398.65,82.014,-1,-1,-1,0
166,27,-1,1349,490,73.864,167.61,36.827,-1,-1,-1,0
167,27,-1,31,254,270.83,614.58,33.905,-1,-1,-1,0
168,27,-1,1831,357,79.918,181.35,16.904,-1,-1,-1,0
169,27,-1,1308,461,87.838,199.32,14.938,-1,-1,-1,0
170,27,-1,1798,489,52.0,118.0,14.481,-1,-1,-1,0
171,28,-1,1619,371,159.84,362.7,72.384,-1,-1,-1,0
172,28,-1,1349,490,73.864,167.61,38.639,-1,-1,-1,0
173,28,-1,31,254,270.83,614.58,27.667,-1,-1,-1,0
174,28,-1,1569,396,159.84,362.7,18.852,-1,-1,-1,0
175,28,-1,1689,430,146.62,332.71,16.746,-1,-1,-1,0
176,28,-1,1767,325,189.32,429.61,14.398,-1,-1,-1,0
177,28,-1,1308,461,87.838,199.32,13.659,-1,-1,-1,0
178,29,-1,1616,354,175.68,398.65,65.412,-1,-1,-1,0
179,29,-1,1339,480,79.918,181.35,46.891,-1,-1,-1,0
180,29,-1,1810,533,30.903,70.127,35.29,-1,-1,-1,0
181,29,-1,31,254,270.83,614.58,26.037,-1,-1,-1,0
182,29,-1,1281,431,103.17,234.13,11.718,-1,-1,-1,0
183,29,-1,1562,381,175.68,398.65,10.235,-1,-1,-1,0
184,29,-1,1757,513,61.514,139.59,8.6035,-1,-1,-1,0
185,29,-1,1821,526,103.17,234.13,6.6077,-1,-1,-1,0
186,30,-1,1616,354,175.68,398.65,64.181,-1,-1,-1,0
187,30,-1,1349,490,73.864,167.61,50.363,-1,-1,-1,0
188,30,-1,1815,549,26.0,59.0,37.117,-1,-1,-1,0
189,30,-1,1326,479,73.864,167.61,29.999,-1,-1,-1,0
190,30,-1,31,254,270.83,614.58,14.004,-1,-1,-1,0
191,30,-1,1562,381,175.68,398.65,8.5096,-1,-1,-1,0
192,30,-1,1829,542,94.66,214.81,6.314,-1,-1,-1,0
193,30,-1,1873,374,36.723,83.333,4.1767,-1,-1,-1,0
194,31,-1,1619,396,159.84,362.7,68.372,-1,-1,-1,0
195,31,-1,1349,490,73.864,167.61,56.174,-1,-1,-1,0
196,31,-1,1752,290,207.45,470.74,33.244,-1,-1,-1,0
197,31,-1,1689,430,146.62,332.71,21.87,-1,-1,-1,0
198,31,-1,1308,461,87.838,199.32,16.652,-1,-1,-1,0
199,31,-1,127,688,94.66,214.81,16.468,-1,-1,-1,0
200,32,-1,1616,354,175.68,398.65,73.534,-1,-1,-1,0
201,32,-1,1339,480,79.918,181.35,52.712,-1,-1,-1,0
202,32,-1,1752,290,207.45,470.74,41.951,-1,-1,-1,0
203,32,-1,73,254,270.83,614.58,37.316,-1,-1,-1,0
204,32,-1,1295,461,87.838,199.32,13.145,-1,-1,-1,0
205,32,-1,1692,420,159.84,362.7,7.6878,-1,-1,-1,0
206,33,-1,1616,354,175.68,398.65,73.734,-1,-1,-1,0
207,33,-1,1349,490,73.864,167.61,63.212,-1,-1,-1,0
208,33,-1,1752,290,207.45,470.74,39.56,-1,-1,-1,0
209,33,-1,1308,461,87.838,199.32,28.613,-1,-1,-1,0
210,33,-1,1692,396,159.84,362.7,23.19,-1,-1,-1,0
211,33,-1,73,254,270.83,614.58,23.081,-1,-1,-1,0
212,34,-1,1616,354,175.68,398.65,79.855,-1,-1,-1,0
213,34,-1,1349,490,73.864,167.61,61.084,-1,-1,-1,0
214,34,-1,1670,381,175.68,398.65,43.711,-1,-1,-1,0
215,34,-1,1752,290,207.45,470.74,35.54,-1,-1,-1,0
216,34,-1,1308,461,87.838,199.32,26.288,-1,-1,-1,0
217,34,-1,135,647,113.37,257.27,15.332,-1,-1,-1,0
218,35,-1,1616,354,175.68,398.65,70.057,-1,-1,-1,0
219,35,-1,1349,490,73.864,167.61,63.441,-1,-1,-1,0
220,35,-1,1670,381,175.68,398.65,45.533,-1,-1,-1,0
221,35,-1,1752,290,207.45,470.74,32.183,-1,-1,-1,0
222,35,-1,1308,461,87.838,199.32,21.661,-1,-1,-1,0
223,35,-1,145,713,79.918,181.35,15.604,-1,-1,-1,0
224,36,-1,1616,354,175.68,398.65,70.38,-1,-1,-1,0
225,36,-1,1349,490,73.864,167.61,65.47,-1,-1,-1,0
226,36,-1,1670,381,175.68,398.65,46.659,-1,-1,-1,0
227,36,-1,1752,290,207.45,470.74,31.266,-1,-1,-1,0
228,36,-1,1310,545,52.0,118.0,22.581,-1,-1,-1,0
229,36,-1,1332,463,33.737,76.557,11.161,-1,-1,-1,0
230,37,-1,1616,354,175.68,398.65,68.337,-1,-1,-1,0
231,37,-1,1349,490,73.864,167.61,59.666,-1,-1,-1,0
232,37,-1,1670,381,175.68,398.65,46.271,-1,-1,-1,0
233,37,-1,1752,290,207.45,470.74,34.966,-1,-1,-1,0
234,37,-1,1308,461,87.838,199.32,18.842,-1,-1,-1,0
235,37,-1,155,669,103.17,234.13,14.914,-1,-1,-1,0
236,37,-1,100,490,113.37,257.27,6.2708,-1,-1,-1,0
237,38,-1,1616,381,175.68,398.65,68.451,-1,-1,-1,0
238,38,-1,1349,490,73.864,167.61,50.873,-1,-1,-1,0
239,38,-1,1752,290,207.45,470.74,27.192,-1,-1,-1,0
240,38,-1,1308,461,87.838,199.32,20.926,-1,-1,-1,0
241,38,-1,100,490,113.37,257.27,11.688,-1,-1,-1,0
242,39,-1,1622,354,189.32,429.61,69.024,-1,-1,-1,0
243,39,-1,1349,490,73.864,167.61,56.938,-1,-1,-1,0
244,39,-1,1752,290,207.45,470.74,27.79,-1,-1,-1,0
245,39,-1,1310,545,52.0,118.0,25.53,-1,-1,-1,0
246,39,-1,329,543,135.42,307.29,24.219,-1,-1,-1,0
247,40,-1,1622,354,189.32,429.61,73.547,-1,-1,-1,0
248,40,-1,1349,490,73.864,167.61,59.175,-1,-1,-1,0
249,40,-1,1752,290,207.45,470.74,31.459,-1,-1,-1,0
250,40,-1,1310,545,52.0,118.0,29.978,-1,-1,-1,0
251,40,-1,333,543,146.62,332.71,24.89,-1,-1,-1,0
252,41,-1,1622,354,189.32,429.61,70.72,-1,-1,-1,0
253,41,-1,1349,490,73.864,167.61,56.873,-1,-1,-1,0
254,41,-1,1752,290,207.45,470.74,36.56,-1,-1,-1,0
255,41,-1,236,248,226.74,514.53,22.091,-1,-1,-1,0
256,41,-1,1308,461,87.838,199.32,15.074,-1,-1,-1,0
257,41,-1,1564,325,189.32,429.61,12.935,-1,-1,-1,0
258,42,-1,1616,381,175.68,398.65,75.593,-1,-1,-1,0
259,42,-1,1349,490,73.864,167.61,46.469,-1,-1,-1,0
260,42,-1,1752,290,207.45,470.74,38.97,-1,-1,-1,0
261,42,-1,259,275,250.0,567.31,20.603,-1,-1,-1,0
262,42,-1,1310,537,52.0,118.0,18.292,-1,-1,-1,0
263,43,-1,1593,354,189.32,429.61,80.576,-1,-1,-1,0
264,43,-1,1349,490,73.864,167.61,50.829,-1,-1,-1,0
265,43,-1,1737,283,226.74,514.53,36.619,-1,-1,-1,0
266,43,-1,497,515,33.737,76.557,15.359,-1,-1,-1,0
267,43,-1,1308,461,87.838,199.32,12.268,-1,-1,-1,0
268,44,-1,1622,354,189.32,429.61,74.794,-1,-1,-1,0
269,44,-1,1349,490,73.864,167.61,54.438,-1,-1,-1,0
270,44,-1,1752,290,207.45,470.74,36.327,-1,-1,-1,0
271,44,-1,1564,325,189.32,429.61,29.29,-1,-1,-1,0
272,44,-1,1315,545,47.794,108.46,15.828,-1,-1,-1,0
273,45,-1,1593,354,189.32,429.61,73.628,-1,-1,-1,0
274,45,-1,1349,490,73.864,167.61,58.151,-1,-1,-1,0
275,45,-1,1752,290,207.45,470.74,41.979,-1,-1,-1,0
276,45,-1,1670,381,175.68,398.65,28.986,-1,-1,-1,0
277,45,-1,512,494,33.737,76.557,18.692,-1,-1,-1,0
278,45,-1,1315,545,47.794,108.46,10.599,-1,-1,-1,0
279,46,-1,1593,354,189.32,429.61,66.649,-1,-1,-1,0
280,46,-1,1349,490,73.864,167.61,54.048,-1,-1,-1,0
281,46,-1,1737,283,226.74,514.53,43.154,-1,-1,-1,0
282,46,-1,338,519,159.84,362.7,27.682,-1,-1,-1,0
283,46,-1,1670,381,175.68,398.65,25.357,-1,-1,-1,0
284,46,-1,1308,461,87.838,199.32,16.058,-1,-1,-1,0
285,46,-1,523,489,33.737,76.557,11.036,-1,-1,-1,0
286,46,-1,452,399,73.864,167.61,8.9042,-1,-1,-1,0
287,46,-1,1378,510,67.474,153.11,7.3104,-1,-1,-1,0
288,47,-1,1593,354,189.32,429.61,63.243,-1,-1,-1,0
289,47,-1,1349,490,73.864,167.61,54.639,-1,-1,-1,0
290,47,-1,1737,283,226.74,514.53,44.187,-1,-1,-1,0
291,47,-1,1670,354,175.68,398.65,20.951,-1,-1,-1,0
292,47,-1,1308,461,87.838,199.32,14.046,-1,-1,-1,0
293,47,-1,323,254,270.83,614.58,12.144,-1,-1,-1,0
294,48,-1,1593,354,189.32,429.61,69.067,-1,-1,-1,0
295,48,-1,1349,490,73.864,167.61,56.656,-1,-1,-1,0
296,48,-1,1752,290,207.45,470.74,43.303,-1,-1,-1,0
297,48,-1,1670,354,175.68,398.65,24.656,-1,-1,-1,0
298,48,-1,336,236,250.0,567.31,17.948,-1,-1,-1,0
299,48,-1,1308,461,87.838,199.32,14.792,-1,-1,-1,0
300,48,-1,107,494,103.17,234.13,14.107,-1,-1,-1,0
301,49,-1,1593,354,189.32,429.61,69.552,-1,-1,-1,0
302,49,-1,1349,490,73.864,167.61,49.767,-1,-1,-1,0
303,49,-1,1737,283,226.74,514.53,36.585,-1,-1,-1,0
304,49,-1,1670,381,175.68,398.65,27.052,-1,-1,-1,0
305,49,-1,1315,545,47.794,108.46,18.745,-1,-1,-1,0
306,49,-1,374,275,250.0,567.31,10.759,-1,-1,-1,0
307,50,-1,1564,354,189.32,429.61,68.85,-1,-1,-1,0
308,50,-1,1349,490,73.864,167.61,44.878,-1,-1,-1,0
309,50,-1,1643,381,175.68,398.65,39.4,-1,-1,-1,0
310,50,-1,1737,283,226.74,514.53,37.965,-1,-1,-1,0
311,50,-1,1308,461,87.838,199.32,13.649,-1,-1,-1,0
312,51,-1,1593,354,189.32,429.61,60.967,-1,-1,-1,0
313,51,-1,1349,490,73.864,167.61,49.451,-1,-1,-1,0
314,51,-1,1737,283,226.74,514.53,38.206,-1,-1,-1,0
315,51,-1,1670,381,175.68,398.65,22.06,-1,-1,-1,0
316,51,-1,1315,545,47.794,108.46,16.975,-1,-1,-1,0
317,52,-1,1593,354,189.32,429.61,57.805,-1,-1,-1,0
318,52,-1,1349,490,73.864,167.61,55.381,-1,-1,-1,0
319,52,-1,1737,283,226.74,514.53,30.074,-1,-1,-1,0
320,52,-1,1315,545,47.794,108.46,16.196,-1,-1,-1,0
321,52,-1,1651,383,189.32,429.61,15.7,-1,-1,-1,0
322,52,-1,556,437,56.686,128.63,10.583,-1,-1,-1,0
323,53,-1,1593,354,189.32,429.61,59.841,-1,-1,-1,0
324,53,-1,1349,490,73.864,167.61,51.86,-1,-1,-1,0
325,53,-1,1737,283,226.74,514.53,40.997,-1,-1,-1,0
326,53,-1,1651,383,189.32,429.61,19.852,-1,-1,-1,0
327,53,-1,13,490,113.37,257.27,15.203,-1,-1,-1,0
328,53,-1,107,494,103.17,234.13,13.594,-1,-1,-1,0
329,53,-1,1308,461,87.838,199.32,11.447,-1,-1,-1,0
330,54,-1,1528,322,207.45,470.74,58.095,-1,-1,-1,0
331,54,-1,1349,490,73.864,167.61,48.271,-1,-1,-1,0
332,54,-1,1622,354,189.32,429.61,47.883,-1,-1,-1,0
333,54,-1,1737,283,226.74,514.53,43.223,-1,-1,-1,0
334,54,-1,582,498,146.62,332.71,22.641,-1,-1,-1,0
335,54,-1,1308,461,87.838,199.32,14.39,-1,-1,-1,0
336,54,-1,107,494,103.17,234.13,12.818,-1,-1,-1,0
337,54,-1,13,490,113.37,257.27,8.2008,-1,-1,-1,0
338,55,-1,1564,354,189.32,429.61,60.119,-1,-1,-1,0
339,55,-1,1349,490,73.864,167.61,49.125,-1,-1,-1,0
340,55,-1,1702,283,226.74,514.53,46.551,-1,-1,-1,0
341,55,-1,582,498,146.62,332.71,27.147,-1,-1,-1,0
342,55,-1,1308,461,87.838,199.32,14.651,-1,-1,-1,0
343,55,-1,1643,408,175.68,398.65,11.498,-1,-1,-1,0
344,55,-1,84,527,94.66,214.81,1.2627,-1,-1,-1,0
345,56,-1,1564,354,189.32,429.61,61.475,-1,-1,-1,0
346,56,-1,1349,490,73.864,167.61,46.852,-1,-1,-1,0
347,56,-1,579,522,135.42,307.29,42.276,-1,-1,-1,0
348,56,-1,1702,283,226.74,514.53,40.341,-1,-1,-1,0
349,56,-1,1622,383,189.32,429.61,17.515,-1,-1,-1,0
350,56,-1,1308,461,87.838,199.32,15.699,-1,-1,-1,0
351,57,-1,1349,490,73.864,167.61,48.833,-1,-1,-1,0
352,57,-1,1737,283,226.74,514.53,48.702,-1,-1,-1,0
353,57,-1,1593,354,189.32,429.61,44.318,-1,-1,-1,0
354,57,-1,604,552,123.42,280.06,24.186,-1,-1,-1,0
355,57,-1,1308,461,87.838,199.32,15.963,-1,-1,-1,0
356,57,-1,1535,325,189.32,429.61,13.127,-1,-1,-1,0
357,57,-1,107,494,103.17,234.13,11.479,-1,-1,-1,0
358,57,-1,33,495,123.42,280.06,9.878,-1,-1,-1,0
359,57,-1,1651,383,189.32,429.61,9.3629,-1,-1,-1,0
360,58,-1,1737,283,226.74,514.53,52.273,-1,-1,-1,0
361,58,-1,1349,490,73.864,167.61,50.529,-1,-1,-1,0
362,58,-1,1622,354,189.32,429.61,41.522,-1,-1,-1,0
363,58,-1,1528,353,207.45,470.74,39.826,-1,-1,-1,0
364,58,-1,1378,510,67.474,153.11,15.88,-1,-1,-1,0
365,58,-1,1308,461,87.838,199.32,15.087,-1,-1,-1,0
366,58,-1,13,490,113.37,257.27,8.4388,-1,-1,-1,0
367,59,-1,1702,283,226.74,514.53,49.047,-1,-1,-1,0
368,59,-1,1349,490,73.864,167.61,48.119,-1,-1,-1,0
369,59,-1,1528,353,207.45,470.74,41.755,-1,-1,-1,0
370,59,-1,1622,354,189.32,429.61,32.633,-1,-1,-1,0
371,59,-1,532,213,270.83,614.58,17.771,-1,-1,-1,0
372,59,-1,1315,545,47.794,108.46,14.856,-1,-1,-1,0
373,59,-1,377,447,103.17,234.13,5.1623,-1,-1,-1,0
374,60,-1,1554,514,123.42,280.06,53.015,-1,-1,-1,0
375,60,-1,1702,283,226.74,514.53,50.716,-1,-1,-1,0
376,60,-1,1349,490,73.864,167.61,46.722,-1,-1,-1,0
377,60,-1,1622,354,189.32,429.61,24.336,-1,-1,-1,0
378,60,-1,393,463,103.17,234.13,15.025,-1,-1,-1,0
379,60,-1,113,513,94.66,214.81,14.221,-1,-1,-1,0
380,60,-1,1378,510,67.474,153.11,13.566,-1,-1,-1,0
381,60,-1,616,748,40.123,91.049,12.186,-1,-1,-1,0
382,60,-1,528,236,250.0,567.31,10.415,-1,-1,-1,0
383,60,-1,1315,545,47.794,108.46,6.5042,-1,-1,-1,0
384,61,-1,1702,283,226.74,514.53,53.216,-1,-1,-1,0
385,61,-1,1554,514,123.42,280.06,48.648,-1,-1,-1,0
386,61,-1,1349,490,73.864,167.61,44.681,-1,-1,-1,0
387,61,-1,1622,354,189.32,429.61,21.698,-1,-1,-1,0
388,61,-1,566,236,250.0,567.31,19.586,-1,-1,-1,0
389,61,-1,377,463,103.17,234.13,15.189,-1,-1,-1,0
390,61,-1,1315,545,47.794,108.46,11.558,-1,-1,-1,0
391,61,-1,898,524,43.624,98.993,6.6708,-1,-1,-1,0
392,61,-1,1490,445,56.686,128.63,4.0755,-1,-1,-1,0
393,62,-1,1528,322,207.45,470.74,57.984,-1,-1,-1,0
394,62,-1,1702,283,226.74,514.53,54.974,-1,-1,-1,0
395,62,-1,1351,480,79.918,181.35,47.674,-1,-1,-1,0
396,62,-1,377,463,103.17,234.13,27.306,-1,-1,-1,0
397,62,-1,1592,353,207.45,470.74,26.562,-1,-1,-1,0
